gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000001661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001663	175.51	159.46	132.50	249.45	273.31	132.70	201.00	115.27
ENSMUSG00000001665	66.40	73.45	73.87	109.42	113.08	82.61	71.62	73.50
ENSMUSG00000001666	545.19	761.38	678.54	842.22	994.48	606.03	769.35	633.08
ENSMUSG00000001670	5.68	6.04	2.05	3.93	14.63	1.94	1.98	3.97
ENSMUSG00000001672	20.71	3.42	10.21	19.59	84.34	20.50	26.17	6.56
ENSMUSG00000001674	695.43	1002.81	651.64	1096.44	1026.08	725.27	775.58	749.78
ENSMUSG00000001687	8418.67	10840.61	8882.82	11511.85	11641.77	7895.68	9220.45	7580.44
ENSMUSG00000001700	786.63	1002.38	836.45	1171.32	1092.80	732.60	839.29	772.31
ENSMUSG00000001707	726.58	808.13	634.57	958.02	789.92	549.79	627.37	686.17
ENSMUSG00000001729	5747.92	7320.61	6135.36	8860.06	7048.97	5822.74	6576.64	5084.31
ENSMUSG00000001739	0.00	5.51	0.97	2.79	9.90	2.66	8.01	0.95
ENSMUSG00000001741	2623.00	4211.98	3409.78	4095.81	4571.28	2979.35	3094.41	3171.44
ENSMUSG00000001750	301.41	583.36	459.37	490.13	536.10	300.56	362.37	242.13
ENSMUSG00000001751	287.01	387.34	329.99	519.91	444.21	218.21	326.57	254.52
ENSMUSG00000001755	734.74	920.11	802.04	1073.55	1117.95	768.62	918.43	723.70
ENSMUSG00000001761	868.19	1027.03	936.35	1425.22	1391.70	876.07	941.70	843.02
ENSMUSG00000001763	909.33	956.22	654.94	1263.93	1654.63	827.70	961.60	855.06
ENSMUSG00000001767	1306.08	1754.30	1335.75	1906.11	1962.08	1439.26	1431.81	1275.42
ENSMUSG00000001768	1867.61	2343.38	1916.20	3015.43	3182.26	2251.73	2567.14	1846.47
ENSMUSG00000001773	480.21	650.91	467.75	696.36	544.97	522.36	472.00	361.34
ENSMUSG00000001774	5926.34	6792.03	5249.64	7608.18	10184.39	6336.29	7105.61	5616.93
ENSMUSG00000001783	4878.18	6284.81	4886.18	7243.30	6285.12	4816.67	5603.19	4435.47
ENSMUSG00000001785	933.77	1148.69	931.28	1284.38	1258.49	945.94	1075.77	878.02
ENSMUSG00000001786	1646.47	2026.94	1507.39	2332.63	1940.99	1588.22	1630.32	1430.80
ENSMUSG00000001794	4057.86	5402.06	4247.27	6158.04	6243.10	4213.67	4594.66	4101.49
ENSMUSG00000001802	2584.05	3282.65	2643.49	3890.99	3543.05	2423.78	3137.01	2518.99
ENSMUSG00000001804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001823	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001827	550.51	71.41	65.69	597.86	3944.77	421.59	469.80	37.18
ENSMUSG00000001829	2450.45	3239.77	1935.43	3159.61	3092.68	2349.57	2524.38	2340.43
ENSMUSG00000001833	22689.68	30664.42	22932.74	32513.34	29122.13	22448.68	25164.58	19791.05
ENSMUSG00000001844	616.00	888.66	644.09	1120.74	852.40	639.60	743.02	603.35
ENSMUSG00000001847	10205.59	13973.16	11074.23	15673.54	14140.72	10610.59	12496.50	10245.48
ENSMUSG00000001855	1149.24	1526.34	1627.40	2191.11	1620.63	1266.34	1336.10	1289.79
ENSMUSG00000001864	590.95	750.21	613.70	816.88	810.60	537.42	555.84	399.78
ENSMUSG00000001865	0.94	0.00	0.00	0.00	4.24	2.92	1.97	1.99
ENSMUSG00000001870	1172.54	1033.19	900.00	1330.55	1006.73	879.72	1097.36	757.53
ENSMUSG00000001891	3942.34	5135.62	4259.54	5693.13	5805.81	3983.71	4317.64	3608.06
ENSMUSG00000001901	71.85	68.95	30.65	83.90	43.14	49.94	59.35	32.70
ENSMUSG00000001909	1787.16	2564.93	1904.68	2759.86	2120.35	2040.14	2245.93	1475.88
ENSMUSG00000001910	3975.79	5343.04	4282.34	6569.26	5422.50	4256.86	5366.67	4281.81
ENSMUSG00000001911	3298.80	4691.86	3714.68	5270.78	4412.10	3503.18	4529.12	3336.83
ENSMUSG00000001918	28.06	38.60	42.34	54.54	62.70	27.03	44.44	38.64
ENSMUSG00000001924	15284.82	21692.32	16064.52	24239.19	23542.47	16171.33	18759.54	16240.69
ENSMUSG00000001930	622.12	553.09	580.38	686.49	729.46	420.99	541.03	385.77
ENSMUSG00000001942	863.54	1244.46	989.69	1378.21	1321.92	934.92	1092.06	940.61
ENSMUSG00000001943	123.94	152.25	150.39	266.53	196.31	137.92	191.59	158.18
ENSMUSG00000001946	309.47	288.23	263.09	411.71	349.91	273.19	334.21	217.91
ENSMUSG00000001948	160.87	196.44	149.50	236.26	201.27	124.37	167.63	142.15
ENSMUSG00000001962	606.68	805.92	611.21	891.14	734.83	538.75	712.79	531.58
ENSMUSG00000001964	849.72	1312.49	1054.30	1491.21	1466.55	937.09	1162.86	957.15
ENSMUSG00000001983	500.11	618.20	482.26	734.47	741.23	521.88	499.78	436.10
ENSMUSG00000001985	2020.81	2420.56	1515.99	2374.53	1874.26	1800.95	2616.55	1672.65
ENSMUSG00000001986	10876.23	14019.12	10761.63	15187.75	13157.53	11598.08	12580.96	9255.21
ENSMUSG00000001988	224.52	302.51	247.93	301.69	341.67	182.00	300.65	209.69
ENSMUSG00000001995	4488.81	6367.68	4736.94	6204.70	5972.67	4613.04	5123.05	4528.66
ENSMUSG00000001998	700.08	1059.34	750.41	985.98	858.88	786.19	851.73	743.52
ENSMUSG00000001999	421.39	589.05	462.04	582.47	517.83	365.44	386.04	354.04
ENSMUSG00000002006	6067.28	7994.63	6224.15	9122.22	7657.00	6360.26	7027.60	5596.78
ENSMUSG00000002007	124.70	127.29	142.23	180.49	142.29	116.55	111.08	99.35
ENSMUSG00000002010	5088.78	6325.51	4477.05	6780.10	6090.34	4677.64	6197.07	4318.92
ENSMUSG00000002012	1672.37	2020.12	1540.24	2128.42	1666.94	1357.61	1781.76	1204.70
ENSMUSG00000002014	989.13	1384.22	1065.77	1534.06	1610.56	1045.64	1101.64	974.54
ENSMUSG00000002015	1490.56	1853.17	1626.46	2145.71	2270.99	1527.89	1664.56	1366.00
ENSMUSG00000002017	879.32	1225.51	1071.56	1596.84	1180.49	1010.76	1382.87	864.79
ENSMUSG00000002020	12.98	57.00	10.92	19.75	8.05	10.84	17.89	30.61
ENSMUSG00000002028	4836.98	5987.00	4858.58	4999.44	7052.60	6339.04	7519.53	5781.10
ENSMUSG00000002031	1295.62	1670.24	1311.42	2194.25	1735.93	1186.53	1445.22	1273.65
ENSMUSG00000002032	1085.63	1533.14	1139.36	1546.35	1405.91	986.66	1268.59	1075.43
ENSMUSG00000002033	0.00	0.00	0.00	3.97	0.00	1.71	2.60	0.00
ENSMUSG00000002043	194.37	205.06	191.02	241.23	290.24	151.33	200.21	208.64
ENSMUSG00000002052	12289.70	17345.08	13887.22	20112.88	17150.53	13810.90	16029.90	13450.90
ENSMUSG00000002055	178.92	280.05	278.95	359.16	278.23	248.31	239.60	221.59
ENSMUSG00000002057	0.00	0.00	0.00	0.00	1.05	0.00	0.98	0.00
ENSMUSG00000002058	599.74	804.40	561.77	945.67	987.41	609.41	659.52	521.65
ENSMUSG00000002059	446.47	530.36	433.77	654.66	416.42	358.46	496.70	324.83
ENSMUSG00000002064	1352.55	1683.40	1408.99	2124.42	2124.30	1501.51	1638.24	1350.53
ENSMUSG00000002068	435.52	680.79	398.07	543.65	732.49	359.22	449.45	500.37
ENSMUSG00000002076	0.00	8.69	15.28	10.24	7.96	0.85	10.10	12.14
ENSMUSG00000002083	74.77	152.59	171.27	249.83	175.52	81.31	210.33	86.95
ENSMUSG00000002100	8.61	20.98	7.14	7.90	21.82	4.88	8.97	10.80
ENSMUSG00000002102	8723.87	11837.29	8804.08	12396.67	12058.18	8464.39	10019.00	8294.57
ENSMUSG00000002103	3812.28	5161.95	3917.88	6021.60	5284.47	3661.22	4367.30	3418.27
ENSMUSG00000002104	9.73	13.09	18.15	20.11	13.24	7.38	15.06	7.56
ENSMUSG00000002105	834.01	1154.78	843.08	1220.57	1311.46	809.15	961.44	908.47
ENSMUSG00000002107	11513.67	16073.56	12060.12	17860.61	15142.95	12729.36	14230.75	10487.64
ENSMUSG00000002108	155.18	167.95	172.84	280.26	276.78	179.97	204.26	160.21
ENSMUSG00000002109	322.30	378.04	363.98	467.85	357.71	298.96	416.69	292.33
ENSMUSG00000002111	102.21	244.99	94.14	213.71	72.92	140.59	115.35	52.62
ENSMUSG00000002129	2923.88	4811.11	3086.24	4722.71	4511.93	3511.96	3915.92	3148.79
ENSMUSG00000002147	490.12	637.97	434.78	672.37	660.68	423.06	545.68	439.04
ENSMUSG00000002190	468.97	630.14	542.81	697.88	607.29	464.08	557.76	443.53
ENSMUSG00000002204	9.15	7.91	6.31	18.52	2.42	3.90	10.61	26.05
ENSMUSG00000002205	498.07	822.29	613.50	1099.50	762.02	661.08	754.31	777.07
ENSMUSG00000002210	710.75	1066.58	813.75	1243.97	927.82	800.75	932.85	726.57
ENSMUSG00000002221	1931.33	2820.11	2060.47	2966.73	2846.38	2200.54	2410.97	1895.75
ENSMUSG00000002222	7811.22	9763.30	7713.90	10424.65	10970.47	8501.98	10237.54	7490.76
ENSMUSG00000002227	224.16	283.09	154.61	177.73	231.08	161.51	226.69	116.96
ENSMUSG00000002228	8.38	11.90	4.06	17.97	7.33	0.00	10.95	6.02
ENSMUSG00000002233	351.17	489.22	363.58	591.18	537.47	398.36	449.00	346.24
ENSMUSG00000002240	0.00	0.00	2.04	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000002249	68.84	113.19	52.59	70.99	68.41	72.78	49.54	25.80
ENSMUSG00000002250	292.15	354.75	312.38	435.23	321.48	293.68	402.95	299.22
ENSMUSG00000002257	40.90	83.69	80.16	69.72	81.00	35.05	76.97	31.85
ENSMUSG00000002265	25317.63	30209.48	23202.70	33951.76	30358.67	24649.53	30933.43	21134.80
ENSMUSG00000002266	187.85	179.11	314.71	190.63	301.43	216.33	328.45	150.28
ENSMUSG00000002274	1164.06	1453.87	1274.78	1824.79	1951.70	1007.13	1151.06	1233.50
ENSMUSG00000002279	734.35	966.91	784.98	1027.05	947.52	595.11	806.22	666.65
ENSMUSG00000002280	1162.90	1595.23	1204.75	1742.62	1523.17	934.04	1189.66	940.77
ENSMUSG00000002289	43.39	58.67	91.57	91.37	110.35	64.23	62.43	60.74
ENSMUSG00000002297	114.60	159.31	127.48	183.20	167.79	109.83	154.23	106.33
ENSMUSG00000002307	949.64	1502.99	795.20	1388.58	1290.44	1066.88	953.23	860.10
ENSMUSG00000002308	423.68	532.34	380.57	599.45	539.43	348.71	505.23	382.22
ENSMUSG00000002319	1777.92	2542.86	2265.60	3937.84	3649.99	2601.42	2858.05	1752.56
ENSMUSG00000002320	1068.02	1464.00	1063.40	1625.74	1513.50	964.55	1261.06	1005.89
ENSMUSG00000002324	94.07	83.69	25.03	160.11	85.03	43.85	221.51	46.95
ENSMUSG00000002325	395.93	513.96	301.88	422.77	547.94	383.20	403.99	385.81
ENSMUSG00000002326	478.34	621.16	581.13	761.80	678.46	429.10	532.05	454.37
ENSMUSG00000002329	2098.54	2617.10	2016.35	3147.67	2608.48	2132.57	2154.02	1822.13
ENSMUSG00000002332	1835.01	2732.84	2054.49	2904.17	2326.81	1949.10	2117.61	1039.62
ENSMUSG00000002341	8619.70	11234.53	9328.50	13316.61	10428.10	9139.54	10972.21	8537.73
ENSMUSG00000002342	817.44	1091.62	798.38	1234.56	1042.61	908.00	1020.32	851.05
ENSMUSG00000002343	917.65	1058.54	861.52	1196.09	1188.58	947.23	906.45	763.53
ENSMUSG00000002345	667.89	889.61	669.89	954.43	969.68	657.50	752.32	620.45
ENSMUSG00000002346	393.57	501.52	410.50	498.53	574.01	417.99	520.14	417.20
ENSMUSG00000002365	800.42	989.80	946.41	1241.12	1383.57	795.49	971.70	713.38
ENSMUSG00000002372	3084.50	4075.57	3230.39	4512.69	4033.09	3018.71	3297.36	3016.91
ENSMUSG00000002379	1853.80	2407.12	1934.77	2692.04	2666.95	1831.50	2164.52	1837.04
ENSMUSG00000002384	11.99	20.82	8.37	6.70	10.11	15.27	7.86	4.82
ENSMUSG00000002393	543.21	556.20	497.65	803.88	682.74	486.61	606.14	441.52
ENSMUSG00000002395	1674.66	2073.78	1643.19	2424.52	2018.48	1546.17	1804.41	1361.36
ENSMUSG00000002396	835.24	978.82	805.34	1180.64	1172.69	873.83	1091.56	777.01
ENSMUSG00000002409	558.28	786.34	611.99	957.40	834.77	653.79	858.47	662.99
ENSMUSG00000002413	11854.95	16020.49	13201.08	17711.23	16188.34	12255.23	15179.58	11831.62
ENSMUSG00000002416	2150.66	2667.49	1974.19	3026.18	2690.84	2060.77	2275.62	1824.96
ENSMUSG00000002428	2058.98	2922.83	2477.36	3461.07	3458.48	2227.18	2546.02	2048.83
ENSMUSG00000002455	4245.15	5614.43	4646.29	6233.95	5637.61	4413.86	4698.77	4007.28
ENSMUSG00000002458	668.45	825.99	642.21	912.22	1174.21	678.83	996.27	669.93
ENSMUSG00000002459	399.96	428.33	399.74	614.02	370.16	328.16	386.65	338.13
ENSMUSG00000002475	2854.48	3622.69	2709.49	3934.55	3912.04	2621.01	3131.82	2645.87
ENSMUSG00000002477	1976.07	2419.05	1854.34	2570.96	2384.86	1978.88	2090.62	1631.51
ENSMUSG00000002486	477.89	726.49	373.32	582.34	504.52	467.28	562.26	409.07
ENSMUSG00000002489	8067.37	11487.88	9065.76	11710.97	8810.64	8108.95	9995.24	7889.39
ENSMUSG00000002496	5469.92	6464.11	4779.37	7085.14	6897.93	5519.63	6825.68	5065.48
ENSMUSG00000002500	2.67	4.60	6.50	11.75	8.51	6.72	8.14	4.53
ENSMUSG00000002504	1221.02	1325.72	1104.67	1583.26	1321.83	1085.74	1402.73	979.92
ENSMUSG00000002524	5866.37	7953.12	6484.16	8829.04	8062.69	5746.79	6706.13	5870.38
ENSMUSG00000002546	5554.40	7226.12	5484.16	8034.76	7382.38	5491.48	6589.32	5063.15
ENSMUSG00000002550	1361.30	1611.28	1361.23	2111.73	2021.42	1451.56	1637.23	1332.75
ENSMUSG00000002565	37.42	41.07	52.29	90.72	82.54	54.77	44.41	27.02
ENSMUSG00000002578	222.08	238.55	157.91	252.27	148.89	291.07	312.17	239.00
ENSMUSG00000002580	978.42	1456.70	1126.58	1593.45	1708.69	1029.70	1225.97	1044.06
ENSMUSG00000002588	3.80	6.04	4.16	4.89	39.42	2.93	4.91	0.00
ENSMUSG00000002602	1690.77	2196.10	2290.15	2839.86	3239.88	1806.99	2347.62	1762.67
ENSMUSG00000002603	26.37	68.30	58.32	94.92	61.81	57.11	59.99	48.41
ENSMUSG00000002608	581.30	957.37	598.79	886.72	816.31	623.80	828.64	595.99
ENSMUSG00000002617	1317.38	1849.44	1421.63	2092.11	1674.50	1641.88	1398.35	1479.02
ENSMUSG00000002625	2717.12	3360.21	2468.00	3519.93	3615.80	2623.79	3423.71	2326.81
ENSMUSG00000002633	23.43	28.97	20.99	29.32	20.74	17.87	34.41	17.11
ENSMUSG00000002635	521.42	698.35	517.74	674.41	645.68	474.49	580.04	443.38
ENSMUSG00000002658	4226.60	5629.10	4358.17	6238.01	5651.22	4478.75	5007.47	4012.64
ENSMUSG00000002660	1503.67	1903.28	1570.34	2343.98	2070.66	1409.94	1620.54	1428.88
ENSMUSG00000002661	304.91	427.93	303.72	441.15	512.05	289.36	345.73	308.71
ENSMUSG00000002664	7.38	5.97	12.27	11.02	6.39	5.77	2.98	9.00
ENSMUSG00000002668	21.76	44.55	23.44	47.27	32.88	48.47	36.80	16.32
ENSMUSG00000002679	541.37	622.22	628.23	830.46	739.37	463.05	571.62	518.97
ENSMUSG00000002688	692.73	962.96	777.78	1107.90	1039.51	709.97	783.76	730.67
ENSMUSG00000002699	84.14	123.42	109.48	199.05	163.11	117.53	134.86	88.89
ENSMUSG00000002718	2671.10	3524.81	2618.17	4326.33	4072.07	2558.46	3460.36	2543.39
ENSMUSG00000002728	1374.78	1824.58	1369.47	1929.62	1974.60	1387.96	1450.82	1269.79
ENSMUSG00000002731	559.74	681.99	579.22	786.60	701.14	498.16	580.96	507.04
ENSMUSG00000002732	109.01	122.49	108.28	157.42	163.60	131.23	105.21	132.90
ENSMUSG00000002733	1803.49	2497.88	2120.34	2851.70	3115.80	2025.32	2488.33	2005.80
ENSMUSG00000002741	3321.36	4110.24	3099.30	4864.43	4481.95	3297.08	3804.81	3105.83
ENSMUSG00000002748	9935.60	12351.76	9870.17	13578.98	13986.43	10698.21	12114.75	9123.67
ENSMUSG00000002763	1493.77	1934.61	1581.89	2164.87	2286.23	1413.85	1650.64	1524.46
ENSMUSG00000002767	1197.67	1796.28	1323.79	2053.99	1625.70	1117.76	1236.22	1268.78
ENSMUSG00000002768	2425.66	3230.46	2479.85	3656.41	3340.06	2437.40	2872.57	2265.75
ENSMUSG00000002769	9.10	10.45	3.83	22.75	27.18	11.80	22.51	10.30
ENSMUSG00000002771	72.40	112.81	89.12	149.75	97.04	77.36	120.60	80.28
ENSMUSG00000002778	968.78	1463.25	1062.58	1612.39	1502.35	994.52	1254.08	1098.97
ENSMUSG00000002781	643.63	827.58	745.45	1043.97	882.65	562.93	795.18	693.64
ENSMUSG00000002791	14.23	8.08	1.76	0.85	3.54	3.37	0.00	0.86
ENSMUSG00000002797	977.61	1273.54	1106.64	1564.99	1079.70	987.55	1090.32	902.71
ENSMUSG00000002799	1333.37	1679.32	608.70	940.31	1555.09	1446.34	1810.29	1101.15
ENSMUSG00000002803	1391.70	1799.08	1501.51	2046.26	1876.35	1430.23	1676.54	1308.27
ENSMUSG00000002804	116.89	166.81	134.77	174.52	205.96	92.32	126.38	126.19
ENSMUSG00000002808	3727.36	5319.31	4439.47	6207.33	5559.09	4224.28	4594.73	3813.38
ENSMUSG00000002812	2211.28	3807.82	3105.56	3271.54	3114.86	3168.66	3268.67	3049.75
ENSMUSG00000002814	273.30	331.83	318.20	499.98	451.00	295.39	292.24	236.99
ENSMUSG00000002820	972.37	1276.65	949.15	1470.99	1463.35	948.85	1115.33	920.75
ENSMUSG00000002825	364.17	432.85	432.27	506.94	632.60	410.83	467.65	289.98
ENSMUSG00000002831	199.76	299.04	237.33	286.90	1133.54	664.81	610.60	556.22
ENSMUSG00000002833	3343.59	4054.77	3619.23	4624.38	4370.68	3233.86	3974.58	2949.19
ENSMUSG00000002835	248.38	327.35	360.35	430.41	268.12	250.47	259.32	242.02
ENSMUSG00000002844	1324.95	2213.07	1382.74	2517.50	2022.46	1513.99	1452.81	1266.68
ENSMUSG00000002845	509.09	295.00	272.22	537.44	532.50	485.42	552.81	420.95
ENSMUSG00000002846	893.36	1094.51	947.37	1417.24	1311.07	942.30	1012.45	819.17
ENSMUSG00000002847	15.34	35.13	12.22	22.63	33.82	16.68	26.67	17.97
ENSMUSG00000002870	331.97	383.13	329.80	425.39	528.69	266.66	305.97	290.98
ENSMUSG00000002871	704.80	740.93	616.98	817.07	748.38	602.77	731.63	562.00
ENSMUSG00000002881	2309.40	2960.16	2256.09	3332.66	3262.76	2338.11	2901.89	1936.75
ENSMUSG00000002885	384.59	363.65	406.90	468.48	496.91	321.04	532.47	266.37
ENSMUSG00000002897	348.80	511.09	450.25	899.04	452.81	385.88	471.13	319.59
ENSMUSG00000002900	2773.06	3084.13	2646.78	4323.52	4426.30	2806.45	3270.56	2347.27
ENSMUSG00000002908	1048.28	1283.85	886.22	1173.52	1293.75	789.01	913.78	741.19
ENSMUSG00000002910	266.08	575.91	345.29	743.83	791.64	690.04	576.86	686.78
ENSMUSG00000002930	4.87	5.00	9.01	6.95	2.97	2.94	2.97	7.18
ENSMUSG00000002944	32.84	37.75	56.91	71.77	41.34	19.64	36.29	36.89
ENSMUSG00000002948	3093.01	4105.51	3471.33	4763.19	4283.63	2746.38	3381.81	3349.30
ENSMUSG00000002949	1829.32	2508.59	1919.67	2449.94	2686.72	1978.17	2402.08	1664.19
ENSMUSG00000002957	13612.92	19113.79	15006.78	21322.07	19331.98	14365.11	17168.40	14021.60
ENSMUSG00000002963	804.52	1117.34	827.66	1144.37	1003.88	850.62	928.32	771.12
ENSMUSG00000002968	1513.67	2293.82	1838.22	2145.51	2563.91	1477.18	2056.13	1345.77
ENSMUSG00000002980	405.07	347.03	312.84	639.74	801.66	409.20	416.31	321.45
ENSMUSG00000002981	4630.86	7938.67	5955.56	9119.20	8333.85	5919.07	7295.88	5272.60
ENSMUSG00000002983	213.99	298.10	199.08	299.00	317.31	217.72	174.15	174.87
ENSMUSG00000002984	1771.69	2370.67	1860.33	2670.49	2365.50	1652.05	2022.01	1799.76
ENSMUSG00000002985	85241.93	102506.69	90608.84	122385.82	113734.71	82944.82	92880.96	82809.20
ENSMUSG00000002992	0.00	0.00	1.03	0.98	0.00	0.00	0.00	0.99
ENSMUSG00000002996	1246.61	1678.01	1328.94	1994.18	1686.27	1394.47	1404.26	1087.82
ENSMUSG00000002997	1488.09	1894.92	1374.25	2063.83	1649.71	1423.47	1769.36	1298.20
ENSMUSG00000003031	2552.86	3467.77	2754.59	3990.57	3610.99	2645.78	3027.67	2823.39
ENSMUSG00000003032	82.67	82.00	118.65	100.78	150.78	128.84	160.41	112.35
ENSMUSG00000003033	1348.09	2056.00	1642.09	2345.19	1703.85	1481.09	1771.46	1312.31
ENSMUSG00000003037	2329.48	2882.59	2238.58	3060.25	3009.13	2419.91	2494.94	1872.68
ENSMUSG00000003038	3436.92	4632.04	3694.17	5312.32	3974.96	3370.70	3684.94	3309.96
ENSMUSG00000003039	3770.78	4975.89	4518.19	5418.63	4988.24	4250.20	4551.50	3652.52
ENSMUSG00000003051	0.72	0.78	0.00	5.46	2.26	5.96	0.00	0.00
ENSMUSG00000003053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000003062	803.52	1191.78	830.72	1202.61	1135.13	836.81	1024.07	817.06
ENSMUSG00000003068	2218.04	2828.14	2316.03	3322.28	3060.83	2118.39	2677.28	2055.06
ENSMUSG00000003070	219.69	280.31	252.06	365.76	279.28	204.09	238.03	245.58
ENSMUSG00000003072	5668.22	7679.74	5826.55	8503.70	8803.50	5258.08	6554.98	5371.18
ENSMUSG00000003099	3747.57	4794.82	3799.43	5517.92	4749.76	3738.44	4473.98	3510.35
ENSMUSG00000003119	3332.11	4608.77	3298.73	4987.71	3943.24	3232.37	3788.95	2650.55
ENSMUSG00000003123	329.43	484.23	484.94	495.89	547.15	230.94	379.84	429.55
ENSMUSG00000003131	11171.22	14229.59	11083.13	14753.09	14868.31	12027.40	12536.36	10143.83
ENSMUSG00000003134	573.46	631.67	495.42	754.38	624.50	791.87	715.54	463.39
ENSMUSG00000003135	1213.72	1545.18	1009.10	1769.50	1452.90	925.59	1096.45	919.65
ENSMUSG00000003153	4253.29	4760.66	4206.84	5543.26	5663.89	4386.18	5627.44	4128.27
ENSMUSG00000003154	1053.24	1247.23	1130.51	1445.17	1255.06	1076.00	1284.98	945.53
ENSMUSG00000003161	2262.43	3250.62	2535.24	3674.80	3254.24	2362.83	2705.16	2406.27
ENSMUSG00000003166	4316.59	5570.28	4220.85	6202.44	5794.16	4237.66	4976.98	4120.09
ENSMUSG00000003184	885.20	1092.45	909.70	1171.85	1138.47	885.09	963.22	861.49
ENSMUSG00000003190	60.07	65.21	31.46	70.86	81.70	46.54	87.69	56.01
ENSMUSG00000003198	256.31	372.93	229.59	411.84	377.75	268.52	274.91	248.51
ENSMUSG00000003199	2178.45	3004.18	2335.96	2924.40	2433.03	1930.30	2296.86	1830.74
ENSMUSG00000003200	1181.48	1524.79	1273.39	1626.69	1695.94	1240.84	1379.94	1173.93
ENSMUSG00000003206	17.93	24.82	15.19	39.60	25.55	32.09	18.97	15.47
ENSMUSG00000003208	416.25	542.30	444.20	647.04	527.11	395.11	427.16	412.96
ENSMUSG00000003226	18083.82	23827.90	18627.51	26264.81	25441.91	19181.29	21417.45	16683.99
ENSMUSG00000003227	23.87	9.04	9.22	14.70	41.43	8.81	10.86	9.92
ENSMUSG00000003228	617.36	518.21	352.81	616.42	406.62	441.53	597.96	353.14
ENSMUSG00000003233	416.22	533.17	479.61	586.17	542.80	489.39	720.62	430.30
ENSMUSG00000003234	3345.85	4209.54	3336.86	4988.92	4320.68	3428.10	4026.46	2795.51
ENSMUSG00000003235	2753.45	3705.94	2903.65	4213.12	3944.24	2841.20	3239.79	2650.25
ENSMUSG00000003269	2989.54	3709.76	3188.85	4051.29	3871.13	3044.61	3718.02	2883.30
ENSMUSG00000003271	276.73	391.11	307.23	473.97	419.62	285.96	481.25	338.77
ENSMUSG00000003273	3940.96	5667.67	4740.01	6552.50	5842.71	3999.90	5305.23	4150.52
ENSMUSG00000003279	26477.11	37793.07	28347.03	42158.39	35194.16	28443.70	33893.15	27231.41
ENSMUSG00000003282	325.21	490.32	288.56	458.80	338.10	299.20	312.33	270.22
ENSMUSG00000003283	85.43	152.77	109.15	139.80	127.66	99.22	86.21	106.97
ENSMUSG00000003299	1339.23	1849.51	1449.46	2137.96	1893.94	1395.12	1633.20	1393.10
ENSMUSG00000003308	3674.97	4556.89	3490.95	5155.32	4245.73	3394.25	3845.43	3036.63
ENSMUSG00000003309	21.89	37.92	5.61	31.27	5.73	6.07	14.73	11.15
ENSMUSG00000003316	10437.68	14279.03	10891.16	15433.92	13385.97	11187.06	12478.37	10297.40
ENSMUSG00000003341	9.20	10.39	13.07	10.67	22.57	18.11	21.37	8.85
ENSMUSG00000003344	2060.07	2502.96	2138.76	2945.87	2672.06	1826.29	2195.91	1869.45
ENSMUSG00000003345	5667.63	7402.38	6490.28	8772.87	8286.17	5725.36	7237.87	6038.88
ENSMUSG00000003346	2252.81	3251.49	2371.58	3417.94	3281.39	2311.63	2748.67	2359.71
ENSMUSG00000003348	365.12	542.71	422.55	640.84	589.42	460.76	503.09	436.18
ENSMUSG00000003352	3971.58	5446.55	4550.12	6307.52	5856.51	4305.73	5319.51	4249.86
ENSMUSG00000003354	245.24	300.49	228.59	366.02	327.71	229.69	280.47	207.02
ENSMUSG00000003355	30.69	15.45	15.88	43.80	52.06	25.95	39.61	18.32
ENSMUSG00000003360	4138.13	5227.31	4158.24	6323.59	5638.25	4228.69	4946.03	4010.73
ENSMUSG00000003363	15989.24	18574.62	14919.16	21582.16	19133.87	15411.87	17681.01	13308.49
ENSMUSG00000003378	2566.90	3233.43	2655.59	3676.91	2936.00	2640.11	3441.04	2586.54
ENSMUSG00000003379	7.56	15.05	4.08	9.80	9.41	0.98	6.94	4.98
ENSMUSG00000003380	1706.97	2286.80	1809.91	2612.29	2449.92	1682.14	1844.85	1733.52
ENSMUSG00000003382	1393.45	1874.97	1457.10	2189.93	2087.71	1440.77	1906.67	1423.50
ENSMUSG00000003402	2387.18	3318.51	2676.48	3542.88	4491.38	2366.15	2814.03	2442.72
ENSMUSG00000003410	5778.43	7433.42	5891.98	8256.17	7423.25	5770.46	7272.40	5774.80
ENSMUSG00000003411	1744.70	1988.57	1474.02	2345.72	1802.83	1765.92	1694.44	1312.34
ENSMUSG00000003418	362.09	506.93	383.93	559.42	501.07	405.84	482.64	352.58
ENSMUSG00000003420	582.23	683.16	619.75	936.53	946.21	553.39	558.62	547.16
ENSMUSG00000003421	1443.14	1955.06	1494.80	2440.02	1915.25	1534.21	1699.10	1368.87
